result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,52,King' s Pawn Opening,black,12,12,True,False,12,8,0.8292682926829269,0.5370370370370371,1.4705882352941178,2.2941176470588234,27.274509803921568,31.441176470588236,0.93
1-0,32,Dunst Opening,white,15,15,True,False,10,10,2.2666666666666666,1.1379310344827587,2.634920634920635,2.5238095238095237,33.888888888888886,30.26984126984127,1.91
0-1,66,English Opening,black,15,15,False,True,12,20,0.65625,1.2820512820512822,2.8615384615384616,1.9538461538461538,25.684615384615384,31.746153846153845,-0.17
1-0,49,Reti Opening,white,7,7,True,True,24,0,0.8703703703703703,1.148936170212766,3.0721649484536084,2.649484536082474,37.24742268041237,35.65979381443299,0.72
1/2-1/2,122,Dunst Opening,draw,20,20,True,False,12,22,1.0,0.5660377358490566,2.0,1.3497942386831276,17.440329218106996,24.14814814814815,-0.17
1/2-1/2,125,Larsen's Opening,draw,7,7,True,True,24,22,3.8461538461538463,1.9523809523809526,1.8669354838709677,1.6129032258064515,24.076612903225808,22.866935483870968,-1.17
0-1,89,Queen's Pawn Opening,black,20,20,True,True,4,30,1.3076923076923077,0.8125,1.7670454545454546,2.528409090909091,22.517045454545453,30.369318181818183,0.71
1-0,38,Benko's Opening,white,19,19,True,True,20,8,0.66,0.7826086956521738,2.5866666666666664,2.8933333333333335,37.053333333333335,33.17333333333333,-0.25
1-0,55,English Opening,white,20,20,True,True,40,4,0.2857142857142857,0.25862068965517243,3.3394495412844036,2.18348623853211,37.74311926605505,27.706422018348626,-0.63
1/2-1/2,167,Benko's Opening,draw,17,17,True,True,20,34,0.5681818181818182,2.794117647058824,1.054054054054054,1.6906906906906907,15.534534534534535,24.24024024024024,-0.6
1/2-1/2,75,Reti Opening,draw,10,10,True,True,14,26,0.7241379310344828,1.0416666666666667,2.778523489932886,2.4630872483221475,28.684563758389263,28.463087248322147,0.39
0-1,57,King' s Pawn Opening,black,14,14,True,False,22,34,1.0,3.3846153846153846,1.6696428571428572,3.1517857142857144,22.392857142857142,31.910714285714285,0.19
0-1,58,Reti Opening,black,5,5,True,True,18,30,0.5616438356164384,1.0909090909090908,2.4649122807017543,2.8333333333333335,29.973684210526315,36.87719298245614,-0.29
1-0,53,Bird's Opening,white,5,5,True,True,38,30,1.6153846153846152,1.9500000000000002,2.5619047619047617,2.3523809523809525,31.533333333333335,27.038095238095238,0.5
1-0,53,Benko's Opening,white,15,15,True,True,8,6,0.24285714285714285,0.775,3.276190476190476,2.3523809523809525,34.00952380952381,25.16190476190476,1.46
1-0,44,King' s Pawn Opening,white,15,15,True,True,16,12,0.3125,0.962962962962963,3.1954022988505746,3.0,38.47126436781609,33.10344827586207,-0.21
0-1,105,Benko's Opening,black,10,10,True,False,10,34,0.2727272727272727,2.5312500000000004,1.5480769230769231,2.1346153846153846,24.625,30.58653846153846,-0.02
1-0,61,Dunst Opening,white,20,20,True,True,30,18,1.0,0.44000000000000006,3.115702479338843,2.4545454545454546,35.66115702479339,30.140495867768596,-0.1
1-0,96,Benko's Opening,white,12,12,True,True,22,8,0.5974025974025974,0.9245283018867925,2.575916230366492,2.073298429319372,31.649214659685864,22.329842931937172,0.71
1-0,44,Queen's Pawn Opening,white,8,8,True,False,8,10,0.9272727272727272,1.2325581395348837,2.781609195402299,3.6091954022988504,35.827586206896555,35.85057471264368,-0.5
0-1,47,King' s Pawn Opening,black,13,13,False,True,26,26,0.8181818181818182,0.6666666666666666,2.641304347826087,3.2065217391304346,30.119565217391305,34.93478260869565,-0.23
0-1,98,Dunst Opening,black,15,15,True,True,20,32,0.5918367346938775,0.5555555555555556,2.4381443298969074,2.829896907216495,32.45876288659794,35.69072164948454,-0.63
0-1,51,"English, Agincourt Defense",black,11,11,True,True,8,20,1.7,1.476190476190476,2.44,2.64,27.41,32.95,-0.1
1-0,61,Queen's Pawn Opening,white,5,5,True,False,2,8,1.4705882352941178,0.7567567567567568,2.553719008264463,2.553719008264463,29.14876033057851,26.785123966942148,1.13
1-0,36,King' s Pawn Opening,white,13,13,True,True,14,6,0.90625,1.0666666666666667,3.23943661971831,2.5492957746478875,38.46478873239437,32.352112676056336,1.09
0-1,46,Benko's Opening,black,7,7,True,True,28,24,0.5531914893617021,2.857142857142857,2.3444444444444446,3.077777777777778,32.833333333333336,36.077777777777776,0.37
1-0,53,Bird's Opening,white,8,8,True,True,24,2,0.9230769230769229,1.0833333333333335,2.5619047619047617,3.552380952380952,35.076190476190476,35.333333333333336,-0.52
1-0,77,"English, Agincourt Defense",white,13,13,True,True,42,4,2.4166666666666665,5.7272727272727275,2.261437908496732,2.2222222222222223,33.3202614379085,28.11111111111111,-0.01
0-1,119,Larsen's Opening,black,16,16,True,True,10,28,2.52,0.6483516483516484,1.826271186440678,2.3983050847457625,21.402542372881356,26.81779661016949,0.14
1/2-1/2,43,Queen's Pawn Opening,draw,20,20,True,True,24,16,0.43478260869565216,0.48780487804878053,3.152941176470588,3.0588235294117645,37.28235294117647,38.43529411764706,0.09
0-1,76,Reti Opening,black,18,18,False,False,14,12,1.170731707317073,1.346153846153846,2.7666666666666666,2.8466666666666667,27.18,32.9,-0.39
1-0,47,Larsen's Opening,white,9,9,False,True,44,6,2.0454545454545454,1.1212121212121213,2.967741935483871,2.6881720430107525,34.31182795698925,29.752688172043012,-1.22
1/2-1/2,161,Queen's Pawn Opening,draw,19,19,False,False,8,20,1.0612244897959184,0.5,2.253125,1.559375,23.653125,18.953125,0.3
1-0,46,Dunst Opening,white,11,11,True,False,12,0,1.642857142857143,1.0714285714285714,2.7142857142857144,2.2527472527472527,32.23076923076923,25.065934065934066,3.83
0-1,48,Dunst Opening,black,17,17,True,False,6,24,3.5555555555555554,0.43243243243243246,2.925531914893617,2.5531914893617023,33.361702127659576,32.37234042553192,-0.44
1-0,87,Larsen's Opening,white,19,19,True,True,34,14,0.7647058823529412,1.152542372881356,2.8901734104046244,1.8381502890173411,31.46242774566474,24.728323699421967,-2.82
0-1,60,Bird's Opening,black,12,12,True,True,18,26,0.9545454545454545,0.44642857142857145,2.8389830508474576,3.059322033898305,34.0,38.652542372881356,-0.13
0-1,75,King' s Pawn Opening,black,14,14,False,True,4,22,1.4838709677419355,1.3170731707317074,2.2567567567567566,3.331081081081081,28.614864864864863,32.479729729729726,-0.62
0-1,41,Larsen's Opening,black,9,9,False,True,12,10,0.7346938775510203,0.4871794871794872,2.5625,3.5875,28.325,37.7,-1.73
0-1,98,English Opening,black,16,16,False,True,20,26,0.6271186440677966,0.8470588235294118,1.7938144329896908,2.463917525773196,22.7319587628866,29.010309278350515,-1.66
1-0,53,Dunst Opening,white,5,5,True,True,30,8,0.7708333333333334,0.9375,3.4095238095238094,3.057142857142857,37.44761904761905,32.095238095238095,-0.82
1-0,68,English Opening,white,20,20,False,True,22,20,1.0250000000000001,0.39130434782608703,3.111111111111111,1.4,30.348148148148148,24.6,-0.55
1-0,78,Queen's Pawn Opening,white,6,6,True,True,42,14,2.0454545454545454,0.7777777777777777,2.967741935483871,1.5419354838709678,28.412903225806453,24.4,1.44
1/2-1/2,35,King's Gambit,draw,17,17,False,True,10,14,1.6428571428571428,1.5263157894736843,3.0,2.588235294117647,35.970588235294116,34.25,2.34
0-1,38,Queen's Pawn Opening,black,19,19,True,True,0,22,1.1851851851851851,0.48148148148148145,2.608108108108108,2.5675675675675675,35.7027027027027,35.527027027027025,3.45
0-1,49,Larsen's Opening,black,20,20,True,True,26,4,1.4848484848484849,1.2222222222222223,2.8645833333333335,3.0833333333333335,30.447916666666668,31.635416666666668,0.25
1-0,62,Bird's Opening,white,15,15,True,True,34,6,0.5,1.2058823529411766,2.1219512195121952,2.130081300813008,32.38211382113821,22.91869918699187,-0.23
0-1,102,King' s Pawn Opening,black,19,19,True,False,18,22,0.39473684210526316,0.986842105263158,1.9504950495049505,2.742574257425743,23.65841584158416,26.524752475247524,1.03
1-0,34,Alekhine's Defense,white,17,17,False,True,12,6,2.5,1.7037037037037035,2.5223880597014925,3.2686567164179103,36.865671641791046,33.149253731343286,0.71
0-1,45,Queen's Pawn Opening,black,8,8,True,True,6,8,0.65,1.0869565217391304,3.1931818181818183,2.909090909090909,36.25,35.90909090909091,0.38
1-0,28,Dunst Opening,white,17,17,True,True,4,4,0.5,0.9565217391304348,2.8,2.4363636363636365,37.03636363636364,32.85454545454545,0.52
1-0,45,English Opening,white,18,18,True,True,2,2,0.605263157894737,0.37999999999999995,2.9213483146067416,2.955056179775281,34.752808988764045,29.831460674157302,-0.04
0-1,73,Dunst Opening,black,7,7,True,False,18,10,1.7272727272727273,2.625,2.4791666666666665,2.1527777777777777,26.291666666666668,27.354166666666668,2.71
0-1,56,English Opening,black,19,19,True,True,4,8,0.48837209302325585,0.4583333333333333,1.9090909090909092,2.7,26.745454545454546,35.11818181818182,0.92
0-1,59,Larsen's Opening,black,16,16,False,True,12,16,1.4583333333333333,1.8399999999999999,2.8620689655172415,2.603448275862069,30.93103448275862,33.05172413793103,0.17
0-1,59,Reti Opening,black,8,8,True,True,16,18,0.5476190476190477,1.1428571428571428,1.793103448275862,2.6379310344827585,26.49137931034483,34.189655172413794,1.64
1/2-1/2,172,King' s Pawn Opening,draw,5,5,False,True,20,46,1.5,0.5625,1.912280701754386,1.7953216374269005,26.47953216374269,20.24561403508772,0.17
0-1,51,Queen's Pawn Opening,black,16,16,True,True,34,20,0.875,0.6666666666666666,2.39,3.14,33.93,35.48,1.03
0-1,42,Benko's Opening,black,17,17,True,True,26,20,0.5499999999999999,0.9722222222222221,2.6951219512195124,2.902439024390244,32.73170731707317,37.53658536585366,-3.19
0-1,58,Larsen's Opening,black,11,11,True,False,14,20,2.0666666666666664,1.0681818181818181,2.7719298245614037,3.3596491228070176,28.228070175438596,35.63157894736842,-0.72
0-1,60,"Reti, King's Indian Attack",black,15,15,False,True,20,34,0.3584905660377358,2.3529411764705883,2.788135593220339,2.3389830508474576,34.228813559322035,35.32203389830509,-0.43
0-1,71,Dunst Opening,black,20,20,True,False,12,34,2.1363636363636362,0.1111111111111111,2.5357142857142856,2.4785714285714286,28.65,28.3,1.33
1-0,66,King' s Pawn Opening,white,13,13,True,True,20,14,0.4423076923076923,0.6666666666666666,2.8625954198473282,2.122137404580153,34.274809160305345,30.625954198473284,0.39
1-0,75,Reti Opening,white,6,6,True,False,32,22,1.6,0.75,2.8523489932885906,2.4832214765100673,33.59060402684564,29.154362416107382,0.13
1/2-1/2,99,"French, Two Knights Variation",draw,20,20,True,False,28,18,1.1666666666666667,0.6578947368421052,2.066326530612245,2.3418367346938775,26.086734693877553,26.6734693877551,1.4
1-0,63,Bird's Opening,white,5,5,True,True,10,12,0.7857142857142858,0.6829268292682926,2.488,2.392,33.528,23.048,-0.31
0-1,33,Dunst Opening,black,7,7,False,False,6,20,1.7500000000000002,0.48387096774193544,1.5,2.875,27.765625,34.9375,-0.9
0-1,57,English Opening,black,10,10,True,True,4,18,1.1199999999999999,1.1153846153846154,2.607142857142857,3.080357142857143,30.383928571428573,36.294642857142854,0.53
1-0,33,Queen's Pawn Game,white,15,15,True,True,24,12,1.0,1.103448275862069,3.3230769230769233,2.353846153846154,38.323076923076925,32.8,0.7
1/2-1/2,148,Queen's Pawn Opening,draw,18,18,True,True,16,20,0.7058823529411765,0.40322580645161293,1.7016949152542373,1.8949152542372882,18.48135593220339,28.677966101694917,0.49
1-0,55,Queen's Pawn Opening,white,17,17,True,True,44,4,1.7037037037037037,1.1842105263157896,2.6605504587155964,2.688073394495413,36.027522935779814,29.972477064220183,0.48
1-0,27,Indian Game,white,18,18,False,False,16,22,1.4,0.45833333333333337,2.792452830188679,1.7169811320754718,35.698113207547166,33.264150943396224,1.57
1-0,93,Dunst Opening,white,6,6,False,False,40,12,1.1333333333333333,0.1739130434782609,2.383783783783784,2.1243243243243244,26.751351351351353,24.275675675675675,0.46
0-1,51,Bird's Opening,black,17,17,False,True,10,38,0.638888888888889,0.6666666666666667,2.51,2.93,24.92,37.7,-1.3
0-1,78,Queen's Pawn Opening,black,17,17,False,False,20,16,0.7894736842105263,0.17241379310344826,2.603896103896104,2.590909090909091,25.246753246753247,32.81818181818182,0.95
0-1,49,Benko's Opening,black,5,5,True,True,14,20,0.967741935483871,1.6785714285714286,2.1041666666666665,2.8125,30.21875,33.072916666666664,0.64
1-0,73,Reti Opening,white,17,17,True,False,8,22,0.5263157894736843,4.277777777777778,2.496551724137931,2.413793103448276,35.26896551724138,26.53793103448276,0.84
0-1,41,Bird's Opening,black,7,7,True,True,16,16,1.5263157894736843,0.4444444444444444,2.45,2.75,33.7375,39.7875,-0.05
0-1,82,Benko's Opening,black,16,16,True,True,8,30,0.323943661971831,4.695652173913043,2.580246913580247,2.9444444444444446,30.15432098765432,32.39506172839506,-0.14
1-0,43,English Opening,white,12,12,True,False,34,6,0.1702127659574468,1.4000000000000001,3.3411764705882354,2.6,39.16470588235294,29.058823529411764,0.8
1-0,80,Dunst Opening,white,10,10,False,False,22,8,0.25,0.1639344262295082,1.9622641509433962,1.1320754716981132,31.49685534591195,25.91823899371069,0.9
0-1,99,English Opening,black,13,13,False,True,12,22,1.0,0.975609756097561,1.239795918367347,2.1785714285714284,16.81122448979592,26.31122448979592,-0.37
1/2-1/2,67,King' s Pawn Opening,draw,10,10,True,True,34,36,0.8928571428571429,0.8620689655172415,2.1742424242424243,2.5303030303030303,27.439393939393938,29.113636363636363,0.37
1-0,69,King' s Pawn Opening,white,15,15,True,False,24,8,0.4,0.6610169491525424,2.321167883211679,2.18978102189781,32.37956204379562,23.686131386861312,4.12
1-0,56,Reti Opening,white,8,8,True,True,14,16,1.131578947368421,0.8378378378378378,3.3423423423423424,2.3333333333333335,37.72072072072072,29.234234234234233,-0.16
0-1,136,Queen's Pawn Opening,black,12,12,True,True,26,28,0.9736842105263157,0.37142857142857144,1.625925925925926,2.1222222222222222,19.159259259259258,30.7,0.69
0-1,47,King' s Pawn Opening,black,14,14,True,True,0,6,0.8928571428571428,0.9428571428571427,2.2065217391304346,2.641304347826087,31.51086956521739,33.47826086956522,0.26
1-0,57,Reti Opening,white,8,8,True,False,18,16,4.5,0.9565217391304348,2.8053097345132745,1.991150442477876,35.557522123893804,27.194690265486727,-0.51
1-0,109,King' s Pawn Opening,white,19,19,False,False,36,4,3.541666666666667,0.5306122448979591,2.313364055299539,1.5944700460829493,27.23041474654378,18.668202764976957,-2.82
1-0,29,Ruy L�pez,white,7,7,True,False,38,6,0.6153846153846153,0.6666666666666666,2.4035087719298245,3.2280701754385963,36.228070175438596,30.05263157894737,2.4
0-1,59,English Opening,black,11,11,False,True,26,22,0.8333333333333334,0.9090909090909091,2.103448275862069,2.9051724137931036,26.50862068965517,32.44827586206897,-1.99
1-0,112,English Opening,white,5,5,True,True,12,10,0.9473684210526314,0.2771084337349397,2.6591928251121075,2.4484304932735426,29.739910313901344,27.766816143497756,0.08
0-1,62,King' s Pawn Opening,black,11,11,True,True,16,16,2.869565217391304,2.161290322580645,2.5901639344262297,2.19672131147541,29.65573770491803,31.991803278688526,-0.18
1-0,56,English Opening,white,18,18,True,True,8,14,0.3541666666666667,0.64,2.7837837837837838,1.8558558558558558,29.08108108108108,23.17117117117117,-0.33
0-1,39,"English, Symmetrical Variation",black,14,14,True,True,14,26,0.3478260869565218,0.64,2.486842105263158,2.1710526315789473,28.25,32.81578947368421,-0.54
1/2-1/2,89,Bird's Opening,draw,20,20,True,False,20,18,5.285714285714286,2.263157894736842,1.768361581920904,1.9096045197740112,20.581920903954803,21.34463276836158,0.37
0-1,52,Reti Opening,black,6,6,False,False,18,32,0.6363636363636364,2.3157894736842106,1.9019607843137254,2.4411764705882355,27.294117647058822,36.23529411764706,0.46
0-1,80,Queen's Pawn Opening,black,14,14,False,False,12,14,1.8461538461538463,1.9285714285714286,1.8544303797468353,2.3164556962025316,19.689873417721518,26.29746835443038,0.93
1-0,58,Bird's Opening,white,7,7,False,False,20,12,1.2571428571428571,1.21875,2.634782608695652,3.3217391304347825,34.81739130434783,30.860869565217392,1.06
1/2-1/2,72,Reti Opening,draw,13,13,True,True,22,38,1.4444444444444444,0.619047619047619,2.3943661971830985,1.732394366197183,27.077464788732396,26.58450704225352,0.32
1-0,33,"English, Symmetrical Variation",white,20,20,True,True,28,24,0.5,0.8,3.1846153846153844,1.9538461538461538,37.09230769230769,27.53846153846154,0.62
1-0,87,Bird's Opening,white,15,15,True,True,14,14,0.3333333333333333,0.4090909090909091,2.9884393063583814,1.8381502890173411,30.84393063583815,23.936416184971097,-0.77
1-0,50,Dunst Opening,white,5,5,True,False,22,2,0.4634146341463415,0.1746031746031746,2.7777777777777777,2.202020202020202,36.666666666666664,28.757575757575758,0.05
0-1,98,Larsen's Opening,black,9,9,True,True,4,32,1.24,2.0,1.9845360824742269,1.9896907216494846,26.010309278350515,30.417525773195877,-0.42
1-0,54,Benko's Opening,white,17,17,True,True,20,16,1.0677966101694916,0.425,3.102803738317757,2.4766355140186915,35.38317757009346,30.2803738317757,0.83
1-0,19,Alekhine's Defense,white,14,14,False,True,12,0,0.8076923076923077,1.0,2.6486486486486487,1.4864864864864864,35.78378378378378,31.675675675675677,2.81
1-0,46,Larsen's Opening,white,11,11,False,True,14,10,1.3658536585365855,0.3714285714285714,3.21978021978022,2.78021978021978,37.38461538461539,33.494505494505496,4.09
1-0,80,Benko's Opening,white,13,13,True,True,10,8,2.7222222222222223,0.888888888888889,2.2138364779874213,2.610062893081761,26.77987421383648,28.9811320754717,0.42
0-1,49,Reti Opening,black,18,18,False,False,6,12,1.9,1.9393939393939394,2.3541666666666665,3.1145833333333335,28.041666666666668,34.0,-2.38
1-0,45,Queen's Pawn Opening,white,18,18,False,True,14,10,0.54,0.3913043478260869,3.438202247191011,3.134831460674157,38.03370786516854,31.573033707865168,1.69
0-1,120,Bird's Opening,black,11,11,False,False,8,22,0.5076923076923077,0.45,1.1764705882352942,2.508403361344538,17.23949579831933,31.98739495798319,0.11
